smiles,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53
Cc1ccc(N(C)C)cc1,0,0,1,,1,0,0,0,0,0,0,0
O=[N+]([O-])[O-].[NH4+],0,0,0,0,0,0,0,0,0,0,0,0
CC1=C(C(=O)OCCN(Cc2ccccc2)c2ccccc2)C(c2cccc([N+](=O)[O-])c2)C(P2(=O)OCC(C)(C)CO2)=C(C)N1,0,0,0,,0,0,,,0,,,0
c1ccsc1,,,0,,,0,0,0,0,0,0,0
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@@]21CC,1,1,0,0,1,1,0,1,1,0,0,0
Cc1ccc(S(=O)(=O)NC(=O)NN2CC3CCCC3C2)cc1,0,0,,0,0,0,0,0,0,0,0,0
COc1ccc2c(c1)C(=O)N(CCc1ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc1)C(=O)C2(C)C,0,0,0,0,0,0,0,1,0,0,,0
Cc1cc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NN3CCCCCC3)cc2)no1,0,0,,0,0,0,0,,0,,0,0
CC(C)[C@H]1CC[C@@H](C)CC1=O,0,0,0,0,0,0,0,0,0,0,0,0
O=C(O)CS,0,0,0,0,0,0,0,0,0,0,0,0
COC1CCC=CO1,0,0,0,0,0,,0,0,0,0,0,
CC(CO)(CO)C(=O)O,0,0,0,0,0,0,0,0,0,0,0,0
OCCOCCOCCOCCOCCO,0,0,0,0,0,0,0,0,0,0,0,0
COC(=O)c1cccnc1,0,0,0,0,0,0,0,0,0,0,0,0
CC1=C2N=C(C=C3N=C(C(C)=C4N([Co+]C[C@H]5O[C@@H](n6cnc7c(N)ncnc76)[C@H](O)[C@@H]5O)C(C(CC(N)=O)C4(C)CCC(=O)NCC(C)OP(=O)([O-])O[C@@H]4[C@@H](CO)O[C@H](n5cnc6cc(C)c(C)cc65)[C@@H]4O)C4(C)N=C1C(CCC(N)=O)C4(C)CC(N)=O)C(CCC(N)=O)C3(C)C)C(CCC(N)=O)C2(C)CC(N)=O,0,0,0,0,0,0,,,,,0,0
CC(C)C[C@@H]1NC(=O)[C@H](CCCN)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCN)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)NC1=O,0,,,,,0,1,,,,1,1
CNCc1ccccc1,0,0,0,0,0,0,0,0,0,0,0,0
CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,0,0,0,0,0,0,0,,0,0,,0
C[C@H]1[C@H]2CC[C@H]3[C@@H]4CC=C5C[C@@H](N(C)C)CC[C@]5(C)[C@H]4CC[C@]23CN1C,,,,,,,,0,,0,,
CC(C)CC(=O)OCc1ccccc1,0,0,0,0,0,0,0,0,0,0,0,0
CC(C)(O)Cc1ccccc1,0,0,0,0,0,0,0,0,0,0,0,0
CCC(=O)OC/C=C/c1ccccc1,0,0,0,0,1,0,0,1,0,0,0,0
NC(=O)Cn1c(=O)cc(CCN2CCN(c3nccc4sccc34)CC2)c2ccc(F)cc21,0,0,,0,,0,0,,0,0,,0
CCCC(=O)OCCc1ccccc1,0,0,0,0,0,0,0,0,0,0,0,0
O=C(C=Cc1ccccc1)OCCc1ccccc1,0,0,0,,1,0,0,0,1,0,,0
COc1ccc(S(=O)(=O)N2C(=O)[C@@](c3ccccc3OC)(N3C[C@H](O)C[C@H]3C(=O)N(C)C)c3cc(Cl)ccc32)c(OC)c1,0,0,,,,0,,,0,0,0,0
O=C(Oc1ccc(Br)cc1)N1CCN2CCC1CC2,0,0,0,,0,0,0,0,0,0,,0
CC(C)C(=O)OCC=Cc1ccccc1,0,0,0,0,0,0,0,0,0,0,0,0
CCCCC1CCC(=O)O1,0,0,0,0,0,0,0,0,0,0,0,0
NCCS,0,0,0,0,0,0,0,0,0,0,0,0
NS(=O)(=O)c1cc2c(cc1Cl)NC(C1CC3C=CC1C3)NS2(=O)=O,0,0,0,0,0,0,0,0,0,0,0,0
N[C@@H]1CONC1=O,0,0,0,,0,0,0,0,0,0,0,0
CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1,0,0,0,0,0,0,0,0,0,0,,0
O=C(OC1CN2CCC1CC2)c1ccccc1,0,0,0,0,0,0,0,,0,,0,0
Cc1ccc2c(c1)C1CN(C)CCC1N2,0,0,0,0,0,0,0,0,0,0,0,0
COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO,0,,0,0,0,0,,,0,0,0,0
O=C1CCCCC1CN1CCCCC1,0,0,0,0,0,0,0,,0,,0,0
CC1=CC(=O)/C(=C(/C)[O-])C(=O)O1,0,0,0,0,,0,0,0,0,0,0,0
Nc1ccc([As](=O)([O-])O)cc1,0,0,0,0,0,0,0,0,0,0,0,0
CCCCCCCc1ccc(O)cc1,0,0,0,,1,0,0,0,0,,1,0
O[C@H]1CO[C@@H]2[C@H](O)CO[C@H]12,0,0,0,0,0,0,0,0,0,0,0,0
Fc1ccc(C2(Cn3cncn3)OC2c2ccccc2Cl)cc1,0,0,,1,0,0,,0,0,0,,0
O[C@H](CBr)[C@@H](O)[C@H](O)[C@H](O)CBr,0,0,0,0,0,0,0,0,0,0,0,0
Cc1cccc([N+](=O)[O-])c1C(=O)O,,0,0,0,0,0,0,0,0,0,0,0
CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)[O-])c1I,0,0,0,0,1,0,0,0,0,0,0,0
Cc1ccc(N)cc1[N+](=O)[O-],0,0,,0,0,0,0,0,0,0,0,0
OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O,0,0,0,0,0,0,0,0,0,0,0,0
Cc1c(C(=O)O)cccc1[N+](=O)[O-],0,0,0,0,0,0,0,0,0,1,0,0
CC1=Nc2ccc(Cl)cc2S(=O)(=O)N1,0,0,0,0,0,0,0,0,0,0,0,0
NC[C@@H]1CC[C@@H](N)[C@@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)O1,1,0,0,0,1,0,0,,0,,0,0
CCOCCn1c(N2CCCN(C)CC2)nc2ccccc21,0,0,0,0,0,0,0,0,0,0,0,0
NS(=O)(=O)c1cc(-c2nnn[nH]2)c(NCc2cccs2)cc1Cl,0,0,0,0,0,0,0,1,0,0,,0
COc1cc2c(cc1OC)CC(=O)N(CCCN(C)C[C@H]1Cc3cc(OC)c(OC)cc31)CC2,0,0,0,0,0,0,0,,0,,0,0
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1C(=O)N(C)C[C@H]1C(=O)O,0,0,0,0,0,0,0,0,0,0,0,0
CC1(C)C[C@@H]1C(=O)N/C(=C\CCCCSC[C@H](N)C(=O)O)C(=O)[O-],0,0,0,0,0,0,0,,0,,0,0
CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CS[C@H](c2cccs2)CN(CC(=O)O)C1=O,0,0,0,0,0,0,,0,0,0,0,0
CCCCC/C=C\CCC(=O)N[C@H]1[C@H](Oc2c3cc4cc2Oc2ccc(cc2Cl)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2NC(C)=O)[C@@H]2NC(=O)[C@H](NC(=O)[C@@H]4NC(=O)[C@H]4NC(=O)[C@@H](Cc5ccc(c(Cl)c5)O3)NC(=O)[C@@H](N)c3ccc(O)c(c3)Oc3cc(O)cc4c3)c3ccc(O)c(c3)-c3c(O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)cc(O)cc3[C@H](C(=O)O)NC2=O)O[C@H](CO)[C@@H](O)[C@@H]1O,0,0,0,0,0,0,0,,0,,,0
S=C(NC1CCCCC1)NC1CCCCC1,0,0,0,,,0,0,,0,1,1,0
CCCN(CCC)c1c([N+](=O)[O-])cc(S(C)(=O)=O)cc1[N+](=O)[O-],0,0,0,,,0,0,,0,0,0,0
CCCCCCCCCCCCN1CCCC1=O,0,0,1,,,,,,0,,,
CCCCCCCCN(C)CCCCCCCC,0,0,0,0,0,0,0,0,0,0,0,0
CNC(=O)C(c1ccccc1)c1ccccc1,0,0,,0,0,0,0,0,0,0,0,0
CCOC(=O)N1CCC(=O)CC1,,,,,,,,0,,0,,
CC(Oc1cccc(Cl)c1)C(=O)O,0,0,0,0,0,0,0,0,0,0,0,0
O=Cc1ccc(F)c(Br)c1,0,0,0,0,0,0,0,0,0,0,0,0
O=C(O)c1cccc(/C=C2/C[C@H]3[C@H](C[C@@H](O)[C@@H]3/C=C/[C@@H](O)C3CCCCC3)O2)c1,0,,0,0,0,0,1,,0,,,0
O=C(O)c1ccccc1S,0,0,0,0,0,0,0,,0,0,0,0
C=COCCOCCOC=C,0,0,0,0,0,0,0,0,0,0,0,0
CS(=O)(=O)NC(=O)CCC/C=C\C[C@H]1C(=O)C[C@@H](O)[C@@H]1/C=C/[C@H](O)COc1ccccc1,0,0,0,0,0,0,0,,0,,0,0
OCC(O)COc1ccc(Cl)cc1,0,0,0,0,0,0,0,,0,,0,0
CN(C)CCCNCCC#N,0,0,0,0,0,0,0,0,0,0,0,0
O=P(O)(O)Oc1ccccc1,0,0,0,0,0,0,0,,0,0,0,0
CN(C1CCCCC1)S(=O)(=O)c1ccccc1N,0,0,0,0,,,0,0,0,0,,0
C=CC(=O)OCCOCCOCC,0,0,0,0,0,0,0,1,0,,0,0
C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1,0,0,0,,,0,,1,0,0,,1
N=C1C=CC(=C(c2ccc(N)cc2)c2ccc(N)cc2)C=C1,0,,0,,,,,1,,1,1,1
Cc1cc(C(=C2C=CC(=N)C=C2)c2ccc(N)cc2)ccc1N,0,0,0,,0,0,0,,0,0,1,0
CO[C@H]1C=CO[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)C(C)=CC=C[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,0,0,0,0,0,0,0,0,0,0,1,0
CC/N=c1/cc2oc3cc(NCC)c(C)cc3c(-c3ccccc3C(=O)OCC)c-2cc1C,0,,,1,,0,,1,0,1,,1
CCCCCCCCCCCCCCCC(=O)OC/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,0,0,0,0,0,0,0,1,0,0,0,0
CC(=O)OC/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,0,0,0,0,0,1,0,1,0,1,0,0
CO[Si](C)(OC)OC,0,0,0,0,0,0,0,0,0,0,,0
O=C1Nc2ccccc2C1=O,0,0,1,0,0,0,0,1,0,0,,0
CCN(CC)C1CCCCC1,0,0,0,0,0,0,0,0,0,0,0,0
c1ccc2ncccc2c1,0,0,0,0,0,0,0,0,0,0,0,0
CCC(=O)c1c(O)cc(O)cc1O,0,0,1,0,0,0,0,0,0,0,1,0
O=[N+]([O-])c1ccccc1O,0,0,0,0,0,0,0,0,0,0,0,0
Oc1cccc2ccccc12,0,0,1,0,0,0,0,1,0,0,1,0
O=NN1CCCCC1,0,0,0,0,0,0,0,0,0,0,0,0
O=c1c2ccccc2oc2ccccc12,0,0,,,1,0,0,0,0,0,0,0
Cc1ccccc1N=O,0,0,,0,,0,0,,0,0,0,0
O=C(O)CN(CC(=O)O)CC1=CC2C(=CC1=O)Oc1cc(O)c(CN(CC(=O)O)CC(=O)O)cc1C21OC(=O)c2ccccc21,0,,0,0,,0,,,0,,,0
CN(C)P(=O)(N(C)C)N(C)C,0,0,0,0,0,0,0,0,0,0,0,0
CCCCCC(N)=O,0,0,0,0,0,0,0,0,0,0,0,0
CCCCCCOc1cc(C)c(O)c(C)c1C,0,0,1,,0,0,0,,0,,1,0
Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,0,0,0,,,0,1,,0,1,1,1
CCCCCCC(O)CCCCCCCCCCC(=O)OC,0,0,,0,0,0,0,0,0,0,0,0
CCCCOCCOCCOC(=O)CCCCC(=O)OCCOCCOCCCC,0,0,0,0,0,0,0,0,0,0,0,0
CC(C)OC(=S)[S-],0,0,0,,,0,,0,0,1,,0
CCc1cccc(CC)c1N(COC)C(=O)CCl,0,0,0,,0,0,,1,0,,,
CNC(=O)ON=C(C)SC,0,0,0,0,0,0,0,0,0,0,0,0
COc1ccc([C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3O2)cc1O,0,0,0,0,0,0,0,,0,,0,0
Cc1ccc([N+](=O)[O-])cc1,0,0,0,0,0,0,0,0,0,0,0,0
O=S(=O)([O-])CCN1CCN(CCO)CC1,0,0,0,0,0,0,0,0,0,0,0,0
Cc1c(C2(c3cc(Br)c(O)c(Br)c3C)OS(=O)(=O)c3ccccc32)cc(Br)c(O)c1Br,0,0,0,,,0,0,,,0,,0
N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1.O=S(=O)(O)CCO.O=S(=O)(O)CCO,0,0,0,1,,0,0,1,,0,1,0
C[C@]12C/C(=C/O)C(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,1,1,0,,1,1,,1,0,1,,
O=C(CCCCCCC(=O)Nc1ccccc1)NO,0,,0,,,0,0,,1,0,0,1
CCCOC(OCCC)OCCC,0,0,0,0,0,0,0,0,0,0,0,0
COC(=O)CCCCC(=O)O,0,0,0,0,0,0,0,0,0,0,,0
Nc1cc[nH]c(=O)n1,0,0,0,0,0,0,0,0,0,0,0,0
CC[N+](CC)(CC)CC,0,0,0,0,0,0,0,0,0,0,0,0
CCOC(=O)CC(=O)CCl,0,1,0,,0,0,1,0,1,,,
C=C(C)C(=O)OCCCCCCOC(=O)C(=C)C,0,0,0,1,0,0,0,0,0,0,0,0
CNCCc1ccccn1,,,,,,,,,,0,,
C[C@H](C(=O)[O-])c1cccc(Oc2ccccc2)c1.C[C@H](C(=O)[O-])c1cccc(Oc2ccccc2)c1,0,0,0,0,0,0,1,0,0,0,0,0
CCSc1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2.O=C(O)CC(O)C(=O)O.O=C(O)CC(O)C(=O)O,0,0,,0,0,0,0,,0,,,0
NC(=O)c1cc[n+](CC2=C(C(=O)[O-])N3C(=O)[C@@H](NC(=O)[C@H](c4ccccc4)S(=O)(=O)[O-])[C@@H]3SC2)cc1,0,0,0,0,0,0,0,,0,,0,0
CNC[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO.Cc1c(Nc2ncccc2C(=O)O)cccc1C(F)(F)F,0,,,,,0,0,0,0,0,1,0
Cc1cc(C2CCCCC2)n(O)c(=O)c1.NCCO,,,,,,,,,,1,,
CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)C[C@H](O)[C@@H]1C/C=C\CCCC(=O)O.COC(N)(CO)CO,0,,,0,,,0,,0,,0,0
CC1(C)S[C@@H]2[C@H](NC(=O)[C@@H](NC(=O)N3CCNC3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)[O-],0,0,0,0,0,0,0,,0,,0,0
C[C@H](N)[C@H](O)c1cccc(O)c1,,,,,,,,0,,0,,
c1cc(OCC2CO2)cc(OCC2CO2)c1,0,0,0,,,0,,1,0,,0,1
O=C1CCc2ccccc2O1,0,0,0,0,0,0,0,0,0,0,0,0
CC1(C)OC(=O)NC1=O,0,0,0,0,1,0,0,0,0,0,0,0
CNC(=O)CSP(=S)(OC)OC,0,0,0,0,0,0,0,0,0,0,0,0
Oc1c(Cl)cc(Cl)cc1Sc1cc(Cl)cc(Cl)c1O,0,,0,,,0,,,0,1,1,1
BrC(Br)C(Br)(Br)Br,0,0,,,0,0,0,,0,,0,1
NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NCNS2(=O)=O,0,0,0,0,0,0,0,0,0,0,0,0
Clc1ccc(C(Cl)(Cl)Cl)c(Cl)c1,0,0,0,,0,0,0,,0,0,,0
CCCCNc1ccc(C(=O)OCCN(C)C)cc1,0,0,,,0,0,0,0,0,0,0,0
CCCCOc1ccc(C(=O)CCN2CCCCC2)cc1,0,0,0,,1,0,0,1,,,0,0
COC(=O)C1CCC(C(=O)OC)CC1,0,0,0,0,0,0,0,0,0,0,0,0
CNC(=O)Oc1c(C(C)(C)C)cc(C)cc1C(C)(C)C,0,0,0,,0,0,0,0,0,0,,0
CCC(C)(CN(C)C)OC(=O)c1ccccc1,0,0,0,0,1,0,0,0,0,0,0,0
CCCCCCCC/C=C\CCCCCCCC(=O)N(CCO)CCO,0,,0,,,0,,,0,,,0
CCCCCCCCCCCCCCCC[N+](C)(C)CCN(Cc1ccc(OC)cc1)c1ncccn1,0,0,0,,0,0,0,,0,,,0
CCCOc1cc(N)ccc1C(=O)OCCN(CC)CC,0,0,,0,0,0,0,,0,,,0
O=C(Nc1ccccc1)OCC(CN1CCCCC1)OC(=O)Nc1ccccc1,0,0,0,0,0,0,,,0,0,0,0
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,1,1,0,0,1,1,0,,0,0,0,0
O=[N+]([O-])c1ccccc1[O-],0,0,0,0,0,0,0,0,0,0,0,0
CCOC(=O)CBr,0,0,,0,0,0,0,,0,0,0,0
NCC(O)c1cccc(O)c1,0,0,0,0,0,0,0,,0,,0,0
Oc1cc(Cl)c(Cl)c(Cl)c1,0,,0,,,,,,0,1,1,
CC(O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,0,0,0,0,1,1,0,,0,,0,0
C=CCn1c(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c2nc(N)[nH]c(=O)c21,0,0,0,0,0,0,0,0,0,0,0,0
CC1=C[C@H](O)CC(C)(C)[C@H]1/C=C/C(C)=C/C=C/C(C)=C/C=C\C=C(C)\C=C\C=C(C)\C=C\C1=C(C)C[C@@H](O)CC1(C)C,0,0,0,0,,0,,,0,,,1
CC(C)(Cc1c[nH]c2ccccc12)NCC(O)COc1ccccc1C#N,0,0,1,,0,0,,0,0,0,,0
CCOc1cc(-c2nccc3cc(OC)c(OC)cc23)cc(OCC)c1OCC,0,0,1,,,0,0,,,,0,0
CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1,,,,1,,0,,0,,0,0
Cc1nc(-c2ccc(Cl)cc2)oc1COC(C)(C)C(=O)O,0,0,0,0,1,0,1,0,0,0,0,0
CN1CCC(OC(=O)C(Oc2ccc(Cl)cc2)Oc2ccc(Cl)cc2)CC1,0,0,0,0,0,0,0,,0,,,0
N[Pt]1(N)OC(=O)C2(CCC2)C(=O)O1,0,0,0,0,0,0,0,1,0,0,,0
CCC1Nc2cc(Cl)c(S(N)(=O)=O)cc2S(=O)(=O)N1,0,0,0,0,0,0,0,0,0,0,0,0
CCCC(=O)OCCC(C)C,0,0,0,0,0,0,0,0,0,0,0,0
Cc1ccccc1NC(=N)NC(=N)N,0,,0,0,0,0,0,0,0,0,,0
C1=Cc2ccccc2C1,0,0,1,0,,0,0,0,0,0,,0
O=C(O)C(=O)Cc1c[nH]c2ccccc12,0,0,1,0,0,0,0,1,0,0,1,0
O=[Se](O)O,0,0,,,,0,,1,,0,1,1
NC(N)=[Se],0,0,0,,0,0,0,0,0,0,0,0
CCc1oc2ccccc2c1C(=O)c1cc(Br)c(O)c(Br)c1,0,0,0,0,0,0,1,,0,,1,1
CCCC(=NOCC)C1=C(O)CC(CC(C)SCC)CC1=O,0,0,0,0,0,0,0,0,0,0,0,0
O=C([O-])[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,0,0,0,0,0,0,0,0,0,0,0,0
CC(C)CCCCCCCCCCCCCCC(=O)O,0,0,0,,0,0,1,,0,,0,0
CCOP(=O)(OCC)Oc1ccc([N+](=O)[O-])cc1,0,0,0,1,0,0,0,,0,0,0,0
CCOS(=O)(=O)OCC,0,0,0,0,0,0,0,0,0,0,0,0
COS(=O)(=O)[O-].Cn1c(-c2ccccc2)cc(-c2ccccc2)[n+]1C,0,0,0,,,0,0,1,0,0,0,0
O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(Cl)cc1,0,0,1,,1,0,0,0,0,0,0,0
Cc1ccc(NC=O)c(C)c1,0,0,0,0,0,0,0,0,0,0,,0
Cc1ccc(C=O)s1,0,0,0,,0,0,0,,0,,0,0
CC1(C)C2CCC3(C2)[C@H]1C(=O)CCC3(C)C,0,0,0,,0,0,0,0,0,0,0,0
CC(=O)c1ccc2c(c1)CCCC2,0,0,0,,,,0,0,0,0,0,0
C=CC(=O)CCCCC,0,0,0,0,0,0,0,0,0,0,0,0
CC(=O)CCc1ccc2c(c1)OCO2,0,0,0,0,0,0,0,0,0,0,0,0
C=CC(C)(CCC=C(C)C)OC(=O)CC(C)C,0,0,0,0,0,0,0,0,0,0,0,0
CNC(C)=O,0,0,0,0,0,0,0,0,0,0,0,0
COc1ccc(CCC(C)=O)cc1,0,0,0,0,0,0,0,0,0,0,0,0
Cc1ccc2c(c1)OCC(=O)CO2,0,0,0,,,0,0,0,0,0,0,0
CCCC1CCCC(=O)O1,0,0,0,,0,0,1,0,0,0,0,0
CCOc1ccccc1OCC1CNCCO1,,,,,,,,0,,0,,
COc1ccc2cc(C=O)ccc2c1,,,,,,,,0,,0,,
CCN(CC)CC(=O)Nc1c(C)cccc1C(=O)OC,,,,,,,,0,,0,,
O=C(NCC1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1,,,,,,,,0,,0,,
CC(=O)N(CC(=O)N(C)C)c1ccccc1,,,,,,,,0,,0,,
O=C(O)C1CCC1,,,,,,,,0,,0,,
CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)CNC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1,,,,,,,,0,,0,,
CC(Cc1ccccc1)N(C)Cc1ccco1,,,,,,,,0,,0,,
CCCOc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)C(OC)CC[C@@H]12,,,,,,,,0,,0,,
O=C(CCCCl)c1ccc(F)cc1,,,,,,,,0,,0,,
C[C@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1C[C@@H](O)[C@]2(O)C(=O)CO,1,1,0,,1,0,0,0,0,0,0,0
Cn1sccc1=O,0,0,0,,,0,0,,0,,,0
CNC(=O)Oc1ccccc1C1OCCO1,0,0,,0,0,0,0,0,0,0,,0
CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,1,1,0,0,1,1,0,,0,0,0,0
CCCc1c(OCCCOc2ccc(OCC(=O)O)cc2)ccc(C(C)=O)c1O,0,,0,,0,0,1,,0,0,0,
C=C(C)C(=O)OCC(O)COc1ccc(C(C)(C)c2ccc(OCC(O)COC(=O)C(=C)C)cc2)cc1,0,0,,,,0,,,,,1,
C=C(C)CS(=O)(=O)[O-],0,0,0,0,0,0,0,0,0,0,0,0
NC(=O)Cc1cccc(C(=O)c2ccccc2)c1N,0,0,,0,0,0,0,0,0,0,0,0
C[Si](NC1CCCCC1)(NC1CCCCC1)NC1CCCCC1,0,0,0,0,0,0,0,0,0,0,0,0
CCCCOC(=O)CCS,0,0,0,,,0,0,0,0,0,,0
CCCCCCCCOCCCN,0,0,0,0,,0,0,,0,0,,0
CC(C)OP(=O)(CP(=O)(OC(C)C)OC(C)C)OC(C)C,0,0,0,0,0,0,0,0,0,0,,0
O=Cc1ccc(Cl)c([N+](=O)[O-])c1,0,0,0,,,0,0,1,0,,0,0
Nc1nc(=S)[nH][nH]1,0,0,0,0,0,0,0,0,0,0,0,0
C=CC(=O)NCOCC(C)C,0,0,0,0,0,0,0,,0,0,0,0
CC1=Nc2ccc3ccccc3c2C1(C)C,0,0,,,,0,0,0,0,1,1,0
CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C=C(C(=O)O)CC[C@]4(C)[C@H]3CC[C@]12C,0,0,0,0,0,0,,,0,,,0
CC(C)(C)C1CCC(CC2=C(O)C(=O)c3ccccc3C2=O)CC1,,,,,,,,1,,0,,
CC(NC(CCc1ccccc1)C(=O)O)C(=O)N1C(=O)N(C)CC1C(=O)O,,,,,,,,0,,0,,
Cc1coc2ccccc2c1=O,,,,,,,,0,,0,,
O=C(O)c1cn(C2CC2)c2cc(Cl)c(F)cc2c1=O,,,,,,,,0,,0,,
CC(C)c1cc2c(cc1S(=O)(=O)O)[C@@]1(C)CCC[C@@](C)(C(=O)[O-])[C@@H]1CC2,,,,,,,,0,,0,,
Cc1nc2n(c(=O)c1CCN1CCC(C(=O)c3ccc(F)cc3)CC1)CCS2,,,,,,,,,,0,,
O=C(O)c1ccc(OCCN2CCCCC2)cc1,,,,,,,,0,,0,,
COC(=O)c1cc(Cl)ccc1NS(=O)(=O)C(F)(F)F,,,,,,,,0,,0,,
O=C1CC(c2ccc(Cl)cc2)CC(=O)N1,,,,,,,,0,,0,,
COc1ccc2c(c1)c(CC(=O)OC/C=C(\C)CC/C=C(\C)CCC=C(C)C)c(C)n2C(=O)c1ccc(Cl)cc1,,,,,,,,,,0,,
O=[N+]([O-])c1cccc(C(F)(F)F)c1,0,0,0,0,0,0,0,0,0,0,0,0
CCCCCCCCC,0,0,0,0,0,0,0,0,0,0,0,0
Cc1ccccc1[N+](=O)[O-],0,0,0,1,0,0,0,0,0,0,0,0
O=[N+]([O-])c1ccccc1C(F)(F)F,0,0,0,0,0,0,0,0,0,0,0,0
CCOC(=O)N(C)N=O,0,0,0,0,0,0,0,0,0,0,0,0
C#C[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@@]21C,1,1,0,0,1,1,0,1,0,,1,0
CC(=O)Nc1ccc2c(c1)Cc1cc(NC(C)=O)ccc1-2,0,0,0,0,1,0,0,0,0,0,0,0
O=C1NCCN1CCO,0,0,0,0,0,0,0,0,0,0,0,0
CNCCS(=O)(=O)[O-],0,0,0,0,0,0,0,0,0,0,0,0
CCc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,0,0,0,,0,0,0,,0,0,,0
COc1cc(NC(=O)CC(C)=O)c(OC)cc1Cl,0,0,1,,0,0,0,,0,0,0,0
CCO[Si](CCCCl)(OCC)OCC,0,0,0,0,0,0,0,0,0,0,1,0
Oc1c(Br)c(Br)c(Br)c(Br)c1Br,0,0,1,,,0,,,0,,1,
O=C(Nc1ccccc1-c1ccc(Cl)cc1)c1cccnc1Cl,0,0,0,0,0,0,0,0,0,0,,0
CCCCCCCCCCCC(C)=O,0,0,0,0,1,,0,0,0,0,0,0
